"","cowcode","year","cyear","cntyr","scode","country","un_region","un_continent","reg_id","demo_nr","demo_r","regime_r","regime_nr","duration_nr","duration_r","personal","personal2","lindex","exname","change","tdate","trans","occup","interreg","gwf_casename","gwf_startdate","gwf_enddate","gwf_spell","gwf_duration","gwf_fail","gwf_fail_subsregime","gwf_fail_type","gwf_fail_violent","gwf_regimetype","gwf_party","gwf_personal","gwf_military","gwf_monarch"
"1282",451,1982,4511982,"Sierra Leone 1982","SIE","Sierra Leone","Western Africa","Africa",45104,0,0,"Single Party","Single Party",5,5,1,1,1,"Siaka Stevens",0,"",0,0,0,"Sierra Leone 68-92","30/06/1968","29/04/1992",24,14,0,0,0,0,"party-based",1,0,0,0
"1283",451,1983,4511983,"Sierra Leone 1983","SIE","Sierra Leone","Western Africa","Africa",45104,0,0,"Single Party","Single Party",6,6,1,1,1,"Siaka Stevens",0,"",0,0,0,"Sierra Leone 68-92","30/06/1968","29/04/1992",24,15,0,0,0,0,"party-based",1,0,0,0
"1284",451,1984,4511984,"Sierra Leone 1984","SIE","Sierra Leone","Western Africa","Africa",45104,0,0,"Single Party","Single Party",7,7,1,1,1,"Siaka Stevens",0,"",0,0,0,"Sierra Leone 68-92","30/06/1968","29/04/1992",24,16,0,0,0,0,"party-based",1,0,0,0
"1285",451,1985,4511985,"Sierra Leone 1985","SIE","Sierra Leone","Western Africa","Africa",45104,0,0,"Single Party","Single Party",8,8,1,1,0.78125,"Joseph Saidu Momoh",0,"",0,0,0,"Sierra Leone 68-92","30/06/1968","29/04/1992",24,17,0,0,0,0,"party-based",1,0,0,0
"1286",451,1986,4511986,"Sierra Leone 1986","SIE","Sierra Leone","Western Africa","Africa",45104,0,0,"Single Party","Single Party",9,9,1,1,0.654320988,"Joseph Saidu Momoh",0,"",0,0,0,"Sierra Leone 68-92","30/06/1968","29/04/1992",24,18,0,0,0,0,"party-based",1,0,0,0
"1287",451,1987,4511987,"Sierra Leone 1987","SIE","Sierra Leone","Western Africa","Africa",45104,0,0,"Single Party","Single Party",10,10,1,1,0.58,"Joseph Saidu Momoh",0,"",0,0,0,"Sierra Leone 68-92","30/06/1968","29/04/1992",24,19,0,0,0,0,"party-based",1,0,0,0
"1288",451,1988,4511988,"Sierra Leone 1988","SIE","Sierra Leone","Western Africa","Africa",45104,0,0,"Single Party","Single Party",11,11,1,1,0.537190083,"Joseph Saidu Momoh",0,"",0,0,0,"Sierra Leone 68-92","30/06/1968","29/04/1992",24,20,0,0,0,0,"party-based",1,0,0,0
"1289",451,1989,4511989,"Sierra Leone 1989","SIE","Sierra Leone","Western Africa","Africa",45104,0,0,"Single Party","Single Party",12,12,1,1,0.513888889,"Joseph Saidu Momoh",0,"",0,0,0,"Sierra Leone 68-92","30/06/1968","29/04/1992",24,21,0,0,0,0,"party-based",1,0,0,0
"1290",451,1990,4511990,"Sierra Leone 1990","SIE","Sierra Leone","Western Africa","Africa",45104,0,0,"Single Party","Single Party",13,13,1,1,0.50295858,"Joseph Saidu Momoh",0,"",0,0,0,"Sierra Leone 68-92","30/06/1968","29/04/1992",24,22,0,0,0,0,"party-based",1,0,0,0
"1291",451,1991,4511991,"Sierra Leone 1991","SIE","Sierra Leone","Western Africa","Africa",45104,0,0,"Single Party","Single Party",14,14,1,1,0.5,"Joseph Saidu Momoh",0,"",0,0,0,"Sierra Leone 68-92","30/06/1968","29/04/1992",24,23,0,0,0,0,"party-based",1,0,0,0
"1292",451,1992,4511992,"Sierra Leone 1992","SIE","Sierra Leone","Western Africa","Africa",45105,0,0,"Military","Military",1,1,2,2,1,"Valentine Strasser",1,"04.29.1992",0,0,0,"Sierra Leone 68-92","30/06/1968","29/04/1992",24,24,1,2,5,1,"party-based",1,0,0,0
"1293",451,1993,4511993,"Sierra Leone 1993","SIE","Sierra Leone","Western Africa","Africa",45105,0,0,"Military","Military",2,2,2,2,1,"Valentine Strasser",0,"",0,0,0,"Sierra Leone 92-96","29/04/1992","15/03/1996",4,1,0,0,0,0,"military-personal",0,0,1,0
"1294",451,1994,4511994,"Sierra Leone 1994","SIE","Sierra Leone","Western Africa","Africa",45105,0,0,"Military","Military",3,3,2,2,1,"Valentine Strasser",0,"",0,0,0,"Sierra Leone 92-96","29/04/1992","15/03/1996",4,2,0,0,0,0,"military-personal",0,0,1,0
"1295",451,1995,4511995,"Sierra Leone 1995","SIE","Sierra Leone","Western Africa","Africa",45105,0,0,"Military","Military",4,4,2,2,1,"Valentine Strasser",0,"",0,0,0,"Sierra Leone 92-96","29/04/1992","15/03/1996",4,3,0,0,0,0,"military-personal",0,0,1,0
"1296",451,1996,4511996,"Sierra Leone 1996","SIE","Sierra Leone","Western Africa","Africa",45106,0,0,"Multiparty","Multiparty",1,1,0,0,1,"Ahmad Tejan Kabbah",1,"03.29.1996",0,0,0,"Sierra Leone 92-96","29/04/1992","15/03/1996",4,4,1,1,3,2,"military-personal",0,0,1,0
"1297",451,1998,4511998,"Sierra Leone 1998","SIE","Sierra Leone","Western Africa","Africa",45108,0,0,"Multiparty","Multiparty",1,1,NA,0,1,"Ahmad Tejan Kabbah",1,"03.10.1998",0,0,1,"Sierra Leone 97-98","25/05/1997","02/12/1998",1,1,1,1,7,3,"personal",0,1,0,0
"1298",452,1961,4521961,"Ghana 1961","GHA","Ghana","Western Africa","Africa",45201,0,0,"Single Party","Single Party",5,5,2,2,1,"Kwame Nkrumah",0,"",0,0,0,"Ghana 60-66","27/04/1960","24/02/1966",6,1,0,0,0,0,"party-personal",1,0,0,0
"1299",452,1962,4521962,"Ghana 1962","GHA","Ghana","Western Africa","Africa",45201,0,0,"Single Party","Single Party",6,6,2,2,1,"Kwame Nkrumah",0,"",0,0,0,"Ghana 60-66","27/04/1960","24/02/1966",6,2,0,0,0,0,"party-personal",1,0,0,0
"1300",452,1963,4521963,"Ghana 1963","GHA","Ghana","Western Africa","Africa",45201,0,0,"Single Party","Single Party",7,7,2,2,1,"Kwame Nkrumah",0,"",0,0,0,"Ghana 60-66","27/04/1960","24/02/1966",6,3,0,0,0,0,"party-personal",1,0,0,0
"1301",452,1964,4521964,"Ghana 1964","GHA","Ghana","Western Africa","Africa",45201,0,0,"Single Party","Single Party",8,8,2,2,1,"Kwame Nkrumah",0,"",0,0,0,"Ghana 60-66","27/04/1960","24/02/1966",6,4,0,0,0,0,"party-personal",1,0,0,0
"1302",452,1965,4521965,"Ghana 1965","GHA","Ghana","Western Africa","Africa",45201,0,0,"Single Party","Single Party",9,9,2,2,1,"Kwame Nkrumah",0,"",0,0,0,"Ghana 60-66","27/04/1960","24/02/1966",6,5,0,0,0,0,"party-personal",1,0,0,0
"1303",452,1966,4521966,"Ghana 1966","GHA","Ghana","Western Africa","Africa",45202,0,0,"Military","Military",1,1,2,2,1,"Joseph Ankrah",1,"02.00.1966",0,0,0,"Ghana 60-66","27/04/1960","24/02/1966",6,6,1,2,5,2,"party-personal",1,0,0,0
"1304",452,1967,4521967,"Ghana 1967","GHA","Ghana","Western Africa","Africa",45202,0,0,"Military","Military",2,2,2,2,1,"Joseph Ankrah",0,"",0,0,0,"Ghana 66-69","24/02/1966","29/08/1969",3,1,0,0,0,0,"military",0,0,1,0
"1305",452,1968,4521968,"Ghana 1968","GHA","Ghana","Western Africa","Africa",45202,0,0,"Military","Military",3,3,2,2,1,"Joseph Ankrah",0,"",0,0,0,"Ghana 66-69","24/02/1966","29/08/1969",3,2,0,0,0,0,"military",0,0,1,0
"1306",452,1969,4521969,"Ghana 1969","GHA","Ghana","Western Africa","Africa",45203,1,0,"Military","Democracy",1,4,NA,NA,NA,"Kofi Busia",1,"08.00.1969",1,0,0,"Ghana 66-69","24/02/1966","29/08/1969",3,3,1,1,3,1,"military",0,0,1,0
"1307",452,1973,4521973,"Ghana 1973","GHA","Ghana","Western Africa","Africa",45204,0,0,"Military","Military",2,2,2,2,1,"Ignatius Acheampong",0,"",0,0,0,"Ghana 72-79","13/01/1972","07/09/1979",7,1,0,0,0,0,"military",0,0,1,0
"1308",452,1974,4521974,"Ghana 1974","GHA","Ghana","Western Africa","Africa",45204,0,0,"Military","Military",3,3,2,2,1,"Ignatius Acheampong",0,"",0,0,0,"Ghana 72-79","13/01/1972","07/09/1979",7,2,0,0,0,0,"military",0,0,1,0
"1309",452,1975,4521975,"Ghana 1975","GHA","Ghana","Western Africa","Africa",45204,0,0,"Military","Military",4,4,2,2,1,"Ignatius Acheampong",0,"",0,0,0,"Ghana 72-79","13/01/1972","07/09/1979",7,3,0,0,0,0,"military",0,0,1,0
"1310",452,1976,4521976,"Ghana 1976","GHA","Ghana","Western Africa","Africa",45204,0,0,"Military","Military",5,5,2,2,1,"Ignatius Acheampong",0,"",0,0,0,"Ghana 72-79","13/01/1972","07/09/1979",7,4,0,0,0,0,"military",0,0,1,0
"1311",452,1977,4521977,"Ghana 1977","GHA","Ghana","Western Africa","Africa",45204,0,0,"Military","Military",6,6,2,2,1,"Ignatius Acheampong",0,"",0,0,0,"Ghana 72-79","13/01/1972","07/09/1979",7,5,0,0,0,0,"military",0,0,1,0
"1312",452,1978,4521978,"Ghana 1978","GHA","Ghana","Western Africa","Africa",45204,0,0,"Military","Military",7,7,NA,2,0.755102041,"Frederick Akuffo",0,"",1,0,0,"Ghana 72-79","13/01/1972","07/09/1979",7,6,0,0,0,0,"military",0,0,1,0
"1313",452,1979,4521979,"Ghana 1979","GHA","Ghana","Western Africa","Africa",45205,1,0,"Military","Democracy",1,8,NA,NA,NA,"Hilla Limann",1,"09.24.1979",0,0,0,"Ghana 72-79","13/01/1972","07/09/1979",7,7,1,1,3,1,"military",0,0,1,0
"1314",452,1982,4521982,"Ghana 1982","GHA","Ghana","Western Africa","Africa",45206,0,0,"Military","Military",2,1,2,2,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,1,0,0,0,0,"personal",0,1,0,0
"1315",452,1983,4521983,"Ghana 1983","GHA","Ghana","Western Africa","Africa",45206,0,0,"Military","Military",3,2,2,2,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,2,0,0,0,0,"personal",0,1,0,0
"1316",452,1984,4521984,"Ghana 1984","GHA","Ghana","Western Africa","Africa",45206,0,0,"Military","Military",4,3,2,2,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,3,0,0,0,0,"personal",0,1,0,0
"1317",452,1985,4521985,"Ghana 1985","GHA","Ghana","Western Africa","Africa",45206,0,0,"Military","Military",5,4,2,2,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,4,0,0,0,0,"personal",0,1,0,0
"1318",452,1986,4521986,"Ghana 1986","GHA","Ghana","Western Africa","Africa",45206,0,0,"Military","Military",6,5,2,2,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,5,0,0,0,0,"personal",0,1,0,0
"1319",452,1987,4521987,"Ghana 1987","GHA","Ghana","Western Africa","Africa",45206,0,0,"Military","Military",7,6,2,2,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,6,0,0,0,0,"personal",0,1,0,0
"1320",452,1988,4521988,"Ghana 1988","GHA","Ghana","Western Africa","Africa",45206,0,0,"Military","Military",8,7,2,2,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,7,0,0,0,0,"personal",0,1,0,0
"1321",452,1989,4521989,"Ghana 1989","GHA","Ghana","Western Africa","Africa",45206,0,0,"Military","Military",9,8,2,2,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,8,0,0,0,0,"personal",0,1,0,0
"1322",452,1990,4521990,"Ghana 1990","GHA","Ghana","Western Africa","Africa",45206,0,0,"Military","Military",10,9,2,2,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,9,0,0,0,0,"personal",0,1,0,0
"1323",452,1991,4521991,"Ghana 1991","GHA","Ghana","Western Africa","Africa",45207,0,0,"Military","Multiparty",1,10,NA,1,1,"Jerry Rawlings",1,"12.08.1991",1,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,10,0,0,0,0,"personal",0,1,0,0
"1324",452,1992,4521992,"Ghana 1992","GHA","Ghana","Western Africa","Africa",45207,0,0,"Multiparty","Multiparty",2,1,1,1,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,11,0,0,0,0,"personal",0,1,0,0
"1325",452,1993,4521993,"Ghana 1993","GHA","Ghana","Western Africa","Africa",45207,0,0,"Multiparty","Multiparty",3,2,1,1,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,12,0,0,0,0,"personal",0,1,0,0
"1326",452,1994,4521994,"Ghana 1994","GHA","Ghana","Western Africa","Africa",45207,0,0,"Multiparty","Multiparty",4,3,1,1,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,13,0,0,0,0,"personal",0,1,0,0
"1327",452,1995,4521995,"Ghana 1995","GHA","Ghana","Western Africa","Africa",45207,0,0,"Multiparty","Multiparty",5,4,1,1,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,14,0,0,0,0,"personal",0,1,0,0
"1328",452,1996,4521996,"Ghana 1996","GHA","Ghana","Western Africa","Africa",45207,0,0,"Multiparty","Multiparty",6,5,1,1,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,15,0,0,0,0,"personal",0,1,0,0
"1329",452,1997,4521997,"Ghana 1997","GHA","Ghana","Western Africa","Africa",45207,0,0,"Multiparty","Multiparty",7,6,1,1,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,16,0,0,0,0,"personal",0,1,0,0
"1330",452,1998,4521998,"Ghana 1998","GHA","Ghana","Western Africa","Africa",45207,0,0,"Multiparty","Multiparty",8,7,1,1,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,17,0,0,0,0,"personal",0,1,0,0
"1331",452,1999,4521999,"Ghana 1999","GHA","Ghana","Western Africa","Africa",45207,0,0,"Multiparty","Multiparty",9,8,1,1,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,18,0,0,0,0,"personal",0,1,0,0
"1332",452,2000,4522000,"Ghana 2000","GHA","Ghana","Western Africa","Africa",45207,0,0,"Multiparty","Multiparty",10,9,1,1,1,"Jerry Rawlings",0,"",0,0,0,"Ghana 81-00","31/12/1981","28/12/2000",19,19,1,1,2,1,"personal",0,1,0,0
"1333",461,1961,4611961,"Togo 1961","TOG","Togo","Western Africa","Africa",46101,0,0,"Single Party","Single Party",2,2,1,1,1,"Sylvanus Olympio",0,"",0,0,0,"Togo 60-63","27/04/1960","13/01/1963",3,1,0,0,0,0,"personal",0,1,0,0
"1334",461,1962,4611962,"Togo 1962","TOG","Togo","Western Africa","Africa",46101,0,0,"Single Party","Single Party",3,3,1,1,1,"Sylvanus Olympio",0,"",0,0,0,"Togo 60-63","27/04/1960","13/01/1963",3,2,0,0,0,0,"personal",0,1,0,0
"1335",461,1963,4611963,"Togo 1963","TOG","Togo","Western Africa","Africa",46101,0,0,"Single Party","Single Party",4,4,1,1,0.625,"Nicholas Grunitzky",0,"",0,0,0,"Togo 60-63","27/04/1960","13/01/1963",3,3,1,1,5,2,"personal",0,1,0,0
"1336",461,1964,4611964,"Togo 1964","TOG","Togo","Western Africa","Africa",46101,0,0,"Single Party","Single Party",5,5,1,1,0.52,"Nicholas Grunitzky",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,1,0,0,0,0,"personal",0,1,0,0
"1337",461,1965,4611965,"Togo 1965","TOG","Togo","Western Africa","Africa",46101,0,0,"Single Party","Single Party",6,6,1,1,0.5,"Nicholas Grunitzky",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,2,0,0,0,0,"personal",0,1,0,0
"1338",461,1966,4611966,"Togo 1966","TOG","Togo","Western Africa","Africa",46101,0,0,"Single Party","Single Party",7,7,1,1,0.510204082,"Nicholas Grunitzky",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,3,0,0,0,0,"personal",0,1,0,0
"1339",461,1967,4611967,"Togo 1967","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",1,1,2,2,1,"Etienne Eyadema",1,"01.13.1967",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,4,0,0,0,0,"personal",0,1,0,0
"1340",461,1968,4611968,"Togo 1968","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",2,2,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,5,0,0,0,0,"personal",0,1,0,0
"1341",461,1969,4611969,"Togo 1969","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",3,3,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,6,0,0,0,0,"personal",0,1,0,0
"1342",461,1970,4611970,"Togo 1970","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",4,4,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,7,0,0,0,0,"personal",0,1,0,0
"1343",461,1971,4611971,"Togo 1971","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",5,5,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,8,0,0,0,0,"personal",0,1,0,0
"1344",461,1972,4611972,"Togo 1972","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",6,6,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,9,0,0,0,0,"personal",0,1,0,0
"1345",461,1973,4611973,"Togo 1973","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",7,7,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,10,0,0,0,0,"personal",0,1,0,0
"1346",461,1974,4611974,"Togo 1974","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",8,8,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,11,0,0,0,0,"personal",0,1,0,0
"1347",461,1975,4611975,"Togo 1975","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",9,9,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,12,0,0,0,0,"personal",0,1,0,0
"1348",461,1976,4611976,"Togo 1976","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",10,10,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,13,0,0,0,0,"personal",0,1,0,0
"1349",461,1977,4611977,"Togo 1977","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",11,11,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,14,0,0,0,0,"personal",0,1,0,0
"1350",461,1978,4611978,"Togo 1978","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",12,12,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,15,0,0,0,0,"personal",0,1,0,0
"1351",461,1979,4611979,"Togo 1979","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",13,13,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,16,0,0,0,0,"personal",0,1,0,0
"1352",461,1980,4611980,"Togo 1980","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",14,14,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,17,0,0,0,0,"personal",0,1,0,0
"1353",461,1981,4611981,"Togo 1981","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",15,15,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,18,0,0,0,0,"personal",0,1,0,0
"1354",461,1982,4611982,"Togo 1982","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",16,16,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,19,0,0,0,0,"personal",0,1,0,0
"1355",461,1983,4611983,"Togo 1983","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",17,17,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,20,0,0,0,0,"personal",0,1,0,0
"1356",461,1984,4611984,"Togo 1984","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",18,18,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,21,0,0,0,0,"personal",0,1,0,0
"1357",461,1985,4611985,"Togo 1985","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",19,19,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,22,0,0,0,0,"personal",0,1,0,0
"1358",461,1986,4611986,"Togo 1986","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",20,20,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,23,0,0,0,0,"personal",0,1,0,0
"1359",461,1987,4611987,"Togo 1987","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",21,21,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,24,0,0,0,0,"personal",0,1,0,0
"1360",461,1988,4611988,"Togo 1988","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",22,22,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,25,0,0,0,0,"personal",0,1,0,0
"1361",461,1989,4611989,"Togo 1989","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",23,23,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,26,0,0,0,0,"personal",0,1,0,0
"1362",461,1990,4611990,"Togo 1990","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",24,24,2,2,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,27,0,0,0,0,"personal",0,1,0,0
"1363",461,1991,4611991,"Togo 1991","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",25,25,NA,2,1,"Etienne Eyadema",0,"",1,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,28,0,0,0,0,"personal",0,1,0,0
"1364",461,1992,4611992,"Togo 1992","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",26,26,NA,2,1,"Etienne Eyadema",0,"",1,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,29,0,0,0,0,"personal",0,1,0,0
"1365",461,1993,4611993,"Togo 1993","TOG","Togo","Western Africa","Africa",46102,0,0,"Military","Military",27,27,1,1,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,30,0,0,0,0,"personal",0,1,0,0
"1366",461,1994,4611994,"Togo 1994","TOG","Togo","Western Africa","Africa",46103,0,0,"Multiparty","Multiparty",1,1,1,1,1,"Etienne Eyadema",1,"02.20.1994",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,31,0,0,0,0,"personal",0,1,0,0
"1367",461,1995,4611995,"Togo 1995","TOG","Togo","Western Africa","Africa",46103,0,0,"Multiparty","Multiparty",2,2,1,1,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,32,0,0,0,0,"personal",0,1,0,0
"1368",461,1996,4611996,"Togo 1996","TOG","Togo","Western Africa","Africa",46103,0,0,"Multiparty","Multiparty",3,3,1,1,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,33,0,0,0,0,"personal",0,1,0,0
"1369",461,1997,4611997,"Togo 1997","TOG","Togo","Western Africa","Africa",46103,0,0,"Multiparty","Multiparty",4,4,1,1,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,34,0,0,0,0,"personal",0,1,0,0
"1370",461,1998,4611998,"Togo 1998","TOG","Togo","Western Africa","Africa",46103,0,0,"Multiparty","Multiparty",5,5,1,1,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,35,0,0,0,0,"personal",0,1,0,0
"1371",461,1999,4611999,"Togo 1999","TOG","Togo","Western Africa","Africa",46103,0,0,"Multiparty","Multiparty",6,6,1,1,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,36,0,0,0,0,"personal",0,1,0,0
"1372",461,2000,4612000,"Togo 2000","TOG","Togo","Western Africa","Africa",46103,0,0,"Multiparty","Multiparty",7,7,1,1,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,37,0,0,0,0,"personal",0,1,0,0
"1373",461,2001,4612001,"Togo 2001","TOG","Togo","Western Africa","Africa",46103,0,0,"Multiparty","Multiparty",8,8,1,1,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,38,0,0,0,0,"personal",0,1,0,0
"1374",461,2002,4612002,"Togo 2002","TOG","Togo","Western Africa","Africa",46103,0,0,"Multiparty","Multiparty",9,9,1,1,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,39,0,0,0,0,"personal",0,1,0,0
"1375",461,2003,4612003,"Togo 2003","TOG","Togo","Western Africa","Africa",46103,0,0,"Multiparty","Multiparty",10,10,1,1,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,40,0,0,0,0,"personal",0,1,0,0
"1376",461,2004,4612004,"Togo 2004","TOG","Togo","Western Africa","Africa",46103,0,0,"Multiparty","Multiparty",11,11,1,1,1,"Etienne Eyadema",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,41,0,0,0,0,"personal",0,1,0,0
"1377",461,2005,4612005,"Togo 2005","TOG","Togo","Western Africa","Africa",46103,0,0,"Multiparty","Multiparty",12,12,1,1,0.847222222,"Faure Gnassingbé",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,42,0,0,0,0,"personal",0,1,0,0
"1378",461,2006,4612006,"Togo 2006","TOG","Togo","Western Africa","Africa",46103,0,0,"Multiparty","Multiparty",13,13,1,1,0.73964497,"Faure Gnassingbé",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,43,0,0,0,0,"personal",0,1,0,0
"1379",461,2007,4612007,"Togo 2007","TOG","Togo","Western Africa","Africa",46103,0,0,"Multiparty","Multiparty",14,14,1,1,0.663265306,"Faure Gnassingbé",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,44,0,0,0,0,"personal",0,1,0,0
"1380",461,2008,4612008,"Togo 2008","TOG","Togo","Western Africa","Africa",46103,0,0,"Multiparty","Multiparty",15,15,1,1,0.608888889,"Faure Gnassingbé",0,"",0,0,0,"Togo 63-NA","13/01/1963","31/12/2010",47,45,0,0,0,0,"personal",0,1,0,0
